description,title,url
,Top 14 Best Treks in Nepal - Snapshot Overview - Bookmundi,https://www.bookmundi.com/t/top-12-best-treks-in-nepal-snapshot-overview
,Why is Nepal trying to ban women from travelling? | Euronews,https://www.euronews.com/travel/2021/02/18/why-is-nepal-trying-to-ban-women-from-travelling
,My First Travel Experience in Nepal - WanderWisdom,https://wanderwisdom.com/travelogue/My-First-Travel-Experience-in-Nepal
,Nepal Travel Guide | Moon & Honey Travel,https://www.moonhoneytravel.com/asia/nepal/
,A Nepal travel guide for first time visitors - Dave's Travel Pages,https://www.davestravelpages.com/nepal-travel-tips
,"Mega Bank Nepal: Consumer Banking, Corporate, SME, Micro ...",https://www.megabanknepal.com/
,16 Very Best Places To Visit In Nepal - Hand Luggage Only,https://handluggageonly.co.uk/2018/04/13/16-of-the-very-best-things-to-see-in-nepal/
,"Ya Nepal Travels | Simplifying Your Travel | Travel, Tours, Treks",https://yanepaltravels.com/
,"Nepal Travel, Trekking, Tours Information and provides tips on ...",https://www.visitnepal.com/
,Organise your trip to Nepal in 7 steps - eDreams Travel Blog,https://www.edreams.com/blog/organise-trip-nepal/
,DOH: Intensified biosurveillance reinforces need for stricter ...,https://doh.gov.ph/press-release/DOH-INTENSIFIED-BIOSURVEILLANCE-REINFORCES-NEED-FOR-STRICTER-BORDER-CONTROL-EXPANDS-TRAVEL-RESTRICTIONS-TO-PAKISTAN-BANGLADESH-NEPAL-AND-SRI-LANKA
,Trekking in Nepal | Small Groups Trek Company for Everest ...,https://www.nepalfootprintholiday.com/
,Nepal Travels & Expedition Pvt.Ltd | Tours and Travels ...,https://www.nepaltravels.com/
,More Than Mountains: The Ultimate Nepal Travel Guide,https://thriftynomads.com/nepal-travel-guide/
,Small and surprising: my top places to visit in Nepal - Travel ...,https://www.travelnation.co.uk/blog/small-and-surprising-my-top-places-to-visit-in-nepal
,Travel Nepal | Advice and inspiration for Nepal Travel,https://travelnepal.com/
,Travel Guidelines | Air Arabia,https://www.airarabia.com/en/travel-guidelines
,Travel requirements by destination | COVID-19 information hub,https://www.emirates.com/english/help/covid-19/travel-requirements-by-destination/
,Nepal Travel Guide: A Complete Guide to Visit Nepal,https://peakclimbingnepal.com/complete-nepal-travel-guide-visit-nepal/
,Nepal's government offices to be closed for 15 days amid ...,https://www.livemint.com/news/world/nepal-s-government-offices-to-be-closed-for-15-days-amid-surge-in-covid-19-cases-11596795086321.html
,Austria Lifts Quarantine Requirement for Travellers From UK ...,https://www.schengenvisainfo.com/news/austria-lifts-quarantine-requirement-for-travellers-from-uk-india-russia-several-other-countries/
,"Welcome : Prime Commercial Bank Ltd, Nepal",https://www.primebank.com.np/
,Hippie trail - Wikipedia,https://en.wikipedia.org/wiki/Hippie_trail
,What To Pack For Nepal | Packing List With 46 Things To Bring,https://www.traveltomtom.net/destinations/asia/nepal/what-to-pack-for-nepal-packing-list
,Trekking Agency In Nepal | Epic Of Many Hiking Companies,https://nepalgram.com/
,accessible tourism in nepal - International Finance Corporation,https://www.ifc.org/wps/wcm/connect/cc0e27ff-780c-4dd4-9a51-4652614615e2/Accessible+Tourism+Report+-+Nepal-updated-final.pdf?MOD=AJPERES&CVID=nJX28.f
,eSewa,https://esewa.com.np/
,Getaway Nepal Adventure: Nepal Tour | Trekking Holidays,https://www.getawaynepal.com/
,Singapore's Covid-19 vaccinated travel lane might help recover,https://www.hindustantimes.com/lifestyle/travel/singapores-covid-19-vaccinated-travel-lane-might-help-recover-trade-with-india-101629703977978.html
,The Rough Guide to Nepal (Travel Guide eBook),https://books.google.com.np/books?id=rTGWDwAAQBAJ&pg=PT43&lpg=PT43&dq=Nepal+Travel&source=bl&ots=sJytY9im4O&sig=ACfU3U2Hn9QHcOZiHsmm-1MkS2lYziVXgA&hl=ne&sa=X&ved=2ahUKEwiOitaehc7yAhWCwzgGHYc6DCs4tAEQ6AF6BAgjEAM
,"Nepal Tour Package - Nepal Package Tour Itinerary, Best Price",https://www.nepalpackagetour.com/
,17 Best Places to Visit in Nepal Before You Die - Tour Travel ...,https://www.tourtravelworld.com/blog/17-best-places-to-visit-in-nepal-before-you-die.htm
,Nepal Tour | Nepal Holiday Package | Nepal Tourism ...,https://www.nepaltourism.net/
,CGI federal,https://cgifederal.secure.force.com/
,Korean Air - Book your flight ticket with Korea's No.1 airline ...,https://www.koreanair.com/us/en
,Dubai issuing tourist visas for passengers with passports from ...,https://www.timeoutdubai.com/news/472782-tourist-visa-allowed-for-passengers-india-pakistan-sri-lanka-nigeria-nepal-passports-2021
,"UK travel: Which countries are on the red, amber & green list?",https://www.standard.co.uk/news/uk/travel-green-list-countries-announced-what-time-holidays-b933732.html
,Indian infrastructure companies interact with Nepal officials over,https://www.aninews.in/news/world/asia/indian-infrastructure-companies-interact-with-nepal-officials-over-business-opportunities20210824164657
,Exploring Nepal in 7 days- What to do? - Travel Gecko Nepal,https://travelgeckonepal.com/exploring-nepal-in-7-days-what-to-do/
,Nepal Rastra Bank,https://www.nrb.org.np/
,Multi-sectoral impact of the COVID-19 second wave in Nepal,https://www.wvi.org/publications/policy-paper/nepal/multi-sectoral-impact-covid-19-second-wave-nepal-2021
,"Pulchowk Campus – Institute of Engineering, Tribhuvan ...",https://pcampus.edu.np/
,13 Tage Nepal Reise: Best of Nepal - Rundreise in Nepal und ...,https://abenteuerteam.de/13-tage-nepal-reise-best-of-nepal-rundreise-in-nepal-und-leichtes-bergwandern-von-huette-zu-huette-trekking-in-nepal-ohne-zeltuebernachtungen/10141
